Wall time,Step,Value
1560781559.1511385,0,4.724494457244873
1560781580.586474,1,2.3072657585144043
1560781601.9500716,2,1.8931859731674194
1560781623.2725222,3,1.649503231048584
1560781644.6365695,4,1.440782904624939
1560781666.0127604,5,1.2648184299468994
1560781687.4947004,6,1.0982205867767334
1560781708.9199693,7,0.9785865545272827
1560781730.4067154,8,0.8627640604972839
1560781751.935003,9,0.7415118217468262
1560781773.3977404,10,0.6881974935531616
1560781794.8700776,11,0.6215813159942627
1560781816.3237464,12,0.5545819997787476
1560781837.8005908,13,0.5067847967147827
1560781859.2255142,14,0.4839790165424347
1560781880.558412,15,0.4312761127948761
1560781902.001781,16,0.4133676290512085
1560781923.379548,17,0.3806673586368561
1560781944.744118,18,0.3520214557647705
1560781966.2508729,19,0.3365429639816284
1560781987.7767825,20,0.32180196046829224
1560782009.1392934,21,0.3080472946166992
1560782030.7087066,22,0.2894930839538574
1560782052.1308434,23,0.2842380106449127
1560782073.5607798,24,0.25934526324272156
1560782095.0438454,25,0.2541510760784149
1560782116.4228263,26,0.24837742745876312
1560782137.771556,27,0.24841824173927307
1560782159.1659162,28,0.24653224647045135
1560782180.4271946,29,0.2438674420118332
1560782201.7722352,30,0.22445112466812134
1560782223.1791983,31,0.22780385613441467
1560782244.7017124,32,0.22256869077682495
1560782266.0855114,33,0.217722550034523
1560782287.5512078,34,0.22759774327278137
1560782309.0541985,35,0.2129766345024109
1560782330.4919636,36,0.1997634321451187
1560782351.852823,37,0.20552177727222443
1560782373.257441,38,0.19933369755744934
1560782394.623619,39,0.19881033897399902
