Wall time,Step,Value
1560781559.1511745,0,4.661369323730469
1560781580.586521,1,2.2693960666656494
1560781601.9501133,2,1.829522967338562
1560781623.272554,3,1.5811975002288818
1560781644.636603,4,1.3700529336929321
1560781666.012799,5,1.1862555742263794
1560781687.4947665,6,1.0258581638336182
1560781708.9200184,7,0.8992784023284912
1560781730.4067497,8,0.782250165939331
1560781751.93506,9,0.6920928359031677
1560781773.3977764,10,0.6182919144630432
1560781794.8701136,11,0.5633828639984131
1560781816.3237832,12,0.5133614540100098
1560781837.8006253,13,0.47346875071525574
1560781859.2255504,14,0.4327014982700348
1560781880.5584478,15,0.4025839567184448
1560781902.0018322,16,0.3703411817550659
1560781923.379591,17,0.3514009714126587
1560781944.744153,18,0.3184690475463867
1560781966.2509067,19,0.3112713694572449
1560781987.7768197,20,0.29254764318466187
1560782009.1393907,21,0.2739701569080353
1560782030.7088072,22,0.27263393998146057
1560782052.130993,23,0.2556903064250946
1560782073.5608141,24,0.24817532300949097
1560782095.0439095,25,0.24109099805355072
1560782116.422862,26,0.2293272763490677
1560782137.7715952,27,0.22288089990615845
1560782159.1659658,28,0.21987146139144897
1560782180.4272282,29,0.21646203100681305
1560782201.7722719,30,0.21062111854553223
1560782223.1792314,31,0.20909322798252106
1560782244.701747,32,0.20740732550621033
1560782266.0855548,33,0.20635753870010376
1560782287.551243,34,0.2049621343612671
1560782309.0542538,35,0.18484370410442352
1560782330.4920912,36,0.19288112223148346
1560782351.8528562,37,0.1813022494316101
1560782373.2574773,38,0.17273415625095367
1560782394.624272,39,0.17672336101531982
