Wall time,Step,Value
1560781559.151381,0,0.21278116106987
1560781580.5870101,1,0.3274487257003784
1560781601.9503527,2,0.4276522099971771
1560781623.2727652,3,0.5059121251106262
1560781644.6368346,4,0.5723478198051453
1560781666.0131228,5,0.6269592642784119
1560781687.494984,6,0.6765660047531128
1560781708.9202886,7,0.7158884406089783
1560781730.406982,8,0.7520760893821716
1560781751.9353132,9,0.772699773311615
1560781773.3979878,10,0.7975031733512878
1560781794.8702688,11,0.8187317848205566
1560781816.3240156,12,0.8339657783508301
1560781837.8008437,13,0.8480998873710632
1560781859.2257864,14,0.8574492931365967
1560781880.5586672,15,0.8683385848999023
1560781902.0020993,16,0.8763680458068848
1560781923.3798163,17,0.8835725784301758
1560781944.7444718,18,0.8887972235679626
1560781966.2511587,19,0.8953418135643005
1560781987.7770808,20,0.9040862321853638
1560782009.140243,21,0.9065060615539551
1560782030.7095091,22,0.9063960909843445
1560782052.131627,23,0.9136556386947632
1560782073.5610335,24,0.9158004522323608
1560782095.0442138,25,0.9162954688072205
1560782116.4231613,26,0.9253698587417603
1560782137.7718387,27,0.9258098006248474
1560782159.1662278,28,0.9240499138832092
1560782180.4273882,29,0.9274047017097473
1560782201.772492,30,0.9289996027946472
1560782223.1794417,31,0.9329593777656555
1560782244.7059407,32,0.9302095174789429
1560782266.0863442,33,0.9362591505050659
1560782287.5514965,34,0.9354342222213745
1560782309.0545695,35,0.9382390379905701
1560782330.492417,36,0.938293993473053
1560782351.853103,37,0.9428586959838867
1560782373.2577279,38,0.943023681640625
1560782394.6249533,39,0.9409888386726379
