Wall time,Step,Value
1560781559.15132,0,0.20398174226284027
1560781580.5867617,1,0.32156410813331604
1560781601.9502962,2,0.41681790351867676
1560781623.2726917,3,0.4916130304336548
1560781644.6367764,4,0.5527140498161316
1560781666.0130217,5,0.6124951839447021
1560781687.4949234,6,0.6601220965385437
1560781708.920234,7,0.7035692930221558
1560781730.4069152,8,0.737337052822113
1560781751.9352372,9,0.7659352421760559
1560781773.3979268,10,0.7913985848426819
1560781794.8702245,11,0.8085574507713318
1560781816.3239367,12,0.8287411332130432
1560781837.8007843,13,0.8388604521751404
1560781859.2257192,14,0.8538745045661926
1560781880.5586057,15,0.8638838529586792
1560781902.002003,16,0.8713633418083191
1560781923.3797495,17,0.8817026615142822
1560781944.7443948,18,0.8877522945404053
1560781966.251101,19,0.8946268558502197
1560781987.7769907,20,0.9002915024757385
1560782009.139943,21,0.9044162034988403
1560782030.7093084,22,0.9060661196708679
1560782052.131515,23,0.9136006236076355
1560782073.5609782,24,0.9167354106903076
1560782095.0441508,25,0.9183303117752075
1560782116.4230943,26,0.9230049848556519
1560782137.7717695,27,0.925204873085022
1560782159.166161,28,0.9258098006248474
1560782180.4273524,29,0.9286696314811707
1560782201.7724295,30,0.927239716053009
1560782223.1793842,31,0.9303195476531982
1560782244.7058582,32,0.9307594895362854
1560782266.0861323,33,0.9302645325660706
1560782287.5514367,34,0.9304295182228088
1560782309.0544894,35,0.9391189813613892
1560782330.492346,36,0.9338942766189575
1560782351.8530076,37,0.9417037963867188
1560782373.2576609,38,0.9419787526130676
1560782394.6247733,39,0.9415388107299805
