Wall time,Step,Value
1560781559.1512065,0,4.677273273468018
1560781580.5866098,1,2.2176427841186523
1560781601.9501462,2,1.754882574081421
1560781623.272582,3,1.4963436126708984
1560781644.636633,4,1.2889224290847778
1560781666.012835,5,1.110740303993225
1560781687.4947987,6,0.9468027353286743
1560781708.9201038,7,0.8311351537704468
1560781730.4067826,8,0.7226783633232117
1560781751.9351044,9,0.6428341865539551
1560781773.3978083,10,0.5866352915763855
1560781794.8701382,11,0.5289338827133179
1560781816.3238146,12,0.4744504988193512
1560781837.8006587,13,0.4365108907222748
1560781859.2255833,14,0.4059131443500519
1560781880.558481,15,0.3636021614074707
1560781902.0018716,16,0.34545689821243286
1560781923.3796277,17,0.3289516270160675
1560781944.7441845,18,0.31859132647514343
1560781966.2509422,19,0.2949821650981903
1560781987.7768555,20,0.2808566689491272
1560782009.139549,21,0.2575356364250183
1560782030.7088974,22,0.2608657777309418
1560782052.1311102,23,0.23947960138320923
1560782073.5608494,24,0.23370443284511566
1560782095.0439603,25,0.23443804681301117
1560782116.422895,26,0.20389994978904724
1560782137.7716339,27,0.21145516633987427
1560782159.1660008,28,0.2128133773803711
1560782180.4272573,29,0.20753735303878784
1560782201.7723067,30,0.2012462019920349
1560782223.1792655,31,0.20054985582828522
1560782244.701782,32,0.18778887391090393
1560782266.085598,33,0.18830366432666779
1560782287.551278,34,0.19117681682109833
1560782309.0543272,35,0.18555566668510437
1560782330.492145,36,0.17503060400485992
1560782351.8528898,37,0.17274485528469086
1560782373.2575176,38,0.17661748826503754
1560782394.6243901,39,0.17786367237567902
