Wall time,Step,Value
1561469463.0890043,0,0.24555903673171997
1561469475.0438652,1,0.3887697160243988
1561469486.9703941,2,0.49903756380081177
1561469498.641733,3,0.569707989692688
1561469510.2934616,4,0.6369135975837708
1561469521.9710224,5,0.6866853833198547
1561469533.678981,6,0.7349172234535217
1561469545.46127,7,0.77000492811203
1561469557.1761386,8,0.795468270778656
1561469568.952283,9,0.8188417553901672
1561469580.646334,10,0.8342407941818237
1561469592.3087547,11,0.8503547310829163
1561469604.0085142,12,0.8715283274650574
1561469615.6802921,13,0.8759280443191528
1561469627.3650289,14,0.886267364025116
1561469639.0516794,15,0.8946268558502197
1561469650.7100997,16,0.8969367146492004
1561469662.533682,17,0.9090359210968018
1561469674.235481,18,0.9105207920074463
