Wall time,Step,Value
1561469463.0890214,0,0.24665896594524384
1561469475.0438788,1,0.40526866912841797
1561469486.9704115,2,0.5064070820808411
1561469498.6417508,3,0.5845569968223572
1561469510.2934785,4,0.651707649230957
1561469521.9710443,5,0.697904646396637
1561469533.6789985,6,0.7421217560768127
1561469545.461287,7,0.7759995460510254
1561469557.1761591,8,0.8026178479194641
1561469568.9522994,9,0.8216465711593628
1561469580.6463535,10,0.8408403396606445
1561469592.308775,11,0.8601990938186646
1561469604.008533,12,0.8722983002662659
1561469615.68031,13,0.8798328042030334
1561469627.3650465,14,0.8895671963691711
1561469639.051696,15,0.8940218687057495
1561469650.710117,16,0.8988065719604492
1561469662.5337005,17,0.9136556386947632
1561469674.2354999,18,0.9129956364631653
