Wall time,Step,Value
1561469463.088987,0,0.24187427759170532
1561469475.0438519,1,0.3799703121185303
1561469486.970377,2,0.4702194333076477
1561469498.6417155,3,0.555298924446106
1561469510.2934444,4,0.6147500276565552
1561469521.970999,5,0.6683165431022644
1561469533.6789634,6,0.7104988098144531
1561469545.4612525,7,0.7476214170455933
1561469557.176119,8,0.7753946185112
1561469568.952266,9,0.804212749004364
1561469580.6463153,10,0.824946403503418
1561469592.308733,11,0.8421602845191956
1561469604.0084958,12,0.8527195453643799
1561469615.6802745,13,0.8670186400413513
1561469627.3650115,14,0.8730132579803467
1561469639.051662,15,0.8891822099685669
1561469650.7100806,16,0.8905571103096008
1561469662.5336637,17,0.897486686706543
1561469674.2354622,18,0.9043612480163574
